customer_id,loyalty_score,product_id,product_description,product_category,basket,date_of_purchase
C67,,,,,"[{'product_id': 'P28', 'price': 142}]",2018-12-19 17:34:00
C68,,,,,"[{'product_id': 'P04', 'price': 838}, {'product_id': 'P04', 'price': 741}, {'product_id': 'P03', 'price': 1095}]",2018-12-19 08:24:00
C74,,,,,"[{'product_id': 'P51', 'price': 1852}, {'product_id': 'P59', 'price': 1819}, {'product_id': 'P52', 'price': 1127}]",2018-12-19 03:48:00
C78,,,,,"[{'product_id': 'P54', 'price': 277}]",2018-12-19 04:52:00
C79,,,,,"[{'product_id': 'P46', 'price': 736}, {'product_id': 'P44', 'price': 1890}]",2018-12-19 16:04:00
C85,,,,,"[{'product_id': 'P27', 'price': 729}, {'product_id': 'P30', 'price': 1606}]",2018-12-19 16:18:00
C86,,,,,"[{'product_id': 'P41', 'price': 925}, {'product_id': 'P59', 'price': 1694}]",2018-12-19 04:45:00
C92,,,,,"[{'product_id': 'P35', 'price': 1906}]",2018-12-19 04:57:00
C103,,,,,"[{'product_id': 'P21', 'price': 279}]",2018-12-19 13:04:00
C106,,,,,"[{'product_id': 'P23', 'price': 1441}, {'product_id': 'P30', 'price': 1646}]",2018-12-19 17:32:00
C113,,,,,"[{'product_id': 'P30', 'price': 1613}]",2018-12-19 17:53:00
C114,,,,,"[{'product_id': 'P43', 'price': 787}]",2018-12-19 11:16:00
C116,,,,,"[{'product_id': 'P10', 'price': 1065}, {'product_id': 'P07', 'price': 1808}]",2018-12-19 14:19:00
C119,,,,,"[{'product_id': 'P37', 'price': 1467}]",2018-12-19 18:37:00
C133,,,,,"[{'product_id': 'P37', 'price': 1565}]",2018-12-19 04:11:00
C134,,,,,"[{'product_id': 'P62', 'price': 980}]",2018-12-19 16:56:00
C9,,,,,"[{'product_id': 'P06', 'price': 432}, {'product_id': 'P08', 'price': 1481}]",2018-12-20 17:28:00
C12,,,,,"[{'product_id': 'P31', 'price': 829}, {'product_id': 'P22', 'price': 1820}, {'product_id': 'P24', 'price': 1857}]",2018-12-20 21:30:00
C13,,,,,"[{'product_id': 'P35', 'price': 779}, {'product_id': 'P40', 'price': 1754}, {'product_id': 'P39', 'price': 928}]",2018-12-20 23:50:00
C15,,,,,"[{'product_id': 'P63', 'price': 1109}, {'product_id': 'P64', 'price': 575}, {'product_id': 'P64', 'price': 1724}]",2018-12-20 10:02:00
C21,,,,,"[{'product_id': 'P07', 'price': 1655}, {'product_id': 'P02', 'price': 298}]",2018-12-20 15:40:00
C29,,,,,"[{'product_id': 'P28', 'price': 192}]",2018-12-20 10:09:00
C44,,,,,"[{'product_id': 'P38', 'price': 1427}, {'product_id': 'P39', 'price': 582}]",2018-12-20 20:26:00
C48,,,,,"[{'product_id': 'P56', 'price': 3}]",2018-12-20 09:21:00
C79,,,,,"[{'product_id': 'P49', 'price': 1894}, {'product_id': 'P48', 'price': 1257}]",2018-12-20 23:53:00
C86,,,,,"[{'product_id': 'P60', 'price': 1704}, {'product_id': 'P54', 'price': 1187}]",2018-12-20 06:36:00
C99,,,,,"[{'product_id': 'P25', 'price': 549}, {'product_id': 'P24', 'price': 1997}]",2018-12-20 04:57:00
C101,,,,,"[{'product_id': 'P02', 'price': 890}, {'product_id': 'P03', 'price': 1034}, {'product_id': 'P01', 'price': 1044}]",2018-12-20 12:11:00
C105,,,,,"[{'product_id': 'P45', 'price': 1573}, {'product_id': 'P41', 'price': 30}, {'product_id': 'P51', 'price': 108}]",2018-12-20 22:19:00
C113,,,,,"[{'product_id': 'P23', 'price': 102}, {'product_id': 'P22', 'price': 1583}]",2018-12-20 14:57:00
C129,,,,,"[{'product_id': 'P12', 'price': 493}]",2018-12-20 06:53:00
C131,,,,,"[{'product_id': 'P55', 'price': 802}, {'product_id': 'P44', 'price': 31}, {'product_id': 'P49', 'price': 32}]",2018-12-20 07:31:00
C11,,,,,"[{'product_id': 'P33', 'price': 129}, {'product_id': 'P34', 'price': 334}, {'product_id': 'P26', 'price': 1811}]",2018-12-21 06:00:00
C13,,,,,"[{'product_id': 'P37', 'price': 1092}, {'product_id': 'P37', 'price': 433}]",2018-12-21 17:12:00
C21,,,,,"[{'product_id': 'P18', 'price': 1131}, {'product_id': 'P14', 'price': 1772}]",2018-12-21 20:34:00
C30,,,,,"[{'product_id': 'P43', 'price': 1760}]",2018-12-21 15:19:00
C34,,,,,"[{'product_id': 'P25', 'price': 1743}, {'product_id': 'P25', 'price': 1588}]",2018-12-21 19:05:00
C38,,,,,"[{'product_id': 'P35', 'price': 1722}]",2018-12-21 08:29:00
C47,,,,,"[{'product_id': 'P51', 'price': 1206}, {'product_id': 'P49', 'price': 878}]",2018-12-21 04:27:00
C57,,,,,"[{'product_id': 'P36', 'price': 1869}]",2018-12-21 15:28:00
C65,,,,,"[{'product_id': 'P34', 'price': 985}, {'product_id': 'P27', 'price': 1211}]",2018-12-21 15:41:00
C67,,,,,"[{'product_id': 'P51', 'price': 1905}]",2018-12-21 09:41:00
C84,,,,,"[{'product_id': 'P60', 'price': 1008}, {'product_id': 'P57', 'price': 1200}, {'product_id': 'P57', 'price': 1438}]",2018-12-21 11:18:00
C89,,,,,"[{'product_id': 'P24', 'price': 1536}, {'product_id': 'P33', 'price': 1838}]",2018-12-21 23:44:00
C90,,,,,"[{'product_id': 'P38', 'price': 1182}]",2018-12-21 13:32:00
C97,,,,,"[{'product_id': 'P36', 'price': 170}, {'product_id': 'P37', 'price': 1250}, {'product_id': 'P39', 'price': 723}]",2018-12-21 22:55:00
C99,,,,,"[{'product_id': 'P23', 'price': 1459}]",2018-12-21 23:54:00
C116,,,,,"[{'product_id': 'P26', 'price': 1513}]",2018-12-21 13:52:00
C119,,,,,"[{'product_id': 'P40', 'price': 346}, {'product_id': 'P35', 'price': 1382}]",2018-12-21 23:57:00
C120,,,,,"[{'product_id': 'P26', 'price': 1023}, {'product_id': 'P28', 'price': 973}, {'product_id': 'P28', 'price': 1905}]",2018-12-21 17:05:00
C123,,,,,"[{'product_id': 'P64', 'price': 1146}, {'product_id': 'P63', 'price': 1886}, {'product_id': 'P64', 'price': 208}]",2018-12-21 19:43:00
C129,,,,,"[{'product_id': 'P11', 'price': 1327}]",2018-12-21 12:58:00
C132,,,,,"[{'product_id': 'P33', 'price': 1987}]",2018-12-21 11:28:00
C133,,,,,"[{'product_id': 'P42', 'price': 1154}, {'product_id': 'P56', 'price': 456}]",2018-12-21 13:46:00
C137,,,,,"[{'product_id': 'P24', 'price': 1562}, {'product_id': 'P23', 'price': 15}, {'product_id': 'P34', 'price': 1507}]",2018-12-21 10:41:00
C3,,,,,"[{'product_id': 'P37', 'price': 1817}, {'product_id': 'P40', 'price': 727}, {'product_id': 'P35', 'price': 1021}]",2018-12-22 07:57:00
C4,,,,,"[{'product_id': 'P07', 'price': 1283}]",2018-12-22 12:07:00
C5,,,,,"[{'product_id': 'P06', 'price': 649}, {'product_id': 'P10', 'price': 1047}]",2018-12-22 14:07:00
C9,,,,,"[{'product_id': 'P31', 'price': 1561}, {'product_id': 'P31', 'price': 1224}]",2018-12-22 07:07:00
C11,,,,,"[{'product_id': 'P63', 'price': 1693}, {'product_id': 'P64', 'price': 1239}]",2018-12-22 15:26:00
C13,,,,,"[{'product_id': 'P40', 'price': 1985}]",2018-12-22 14:38:00
C18,,,,,"[{'product_id': 'P38', 'price': 432}, {'product_id': 'P38', 'price': 870}]",2018-12-22 06:17:00
C19,,,,,"[{'product_id': 'P61', 'price': 932}, {'product_id': 'P63', 'price': 1333}]",2018-12-22 09:12:00
C24,,,,,"[{'product_id': 'P59', 'price': 542}, {'product_id': 'P56', 'price': 1877}, {'product_id': 'P41', 'price': 260}]",2018-12-22 07:43:00
C28,,,,,"[{'product_id': 'P25', 'price': 1065}, {'product_id': 'P28', 'price': 943}]",2018-12-22 08:10:00
C29,,,,,"[{'product_id': 'P24', 'price': 1480}]",2018-12-22 11:04:00
C38,,,,,"[{'product_id': 'P36', 'price': 617}, {'product_id': 'P40', 'price': 427}, {'product_id': 'P37', 'price': 1769}]",2018-12-22 04:24:00
C39,,,,,"[{'product_id': 'P63', 'price': 806}]",2018-12-22 15:09:00
C40,,,,,"[{'product_id': 'P35', 'price': 934}, {'product_id': 'P39', 'price': 118}, {'product_id': 'P39', 'price': 418}]",2018-12-22 21:55:00
C55,,,,,"[{'product_id': 'P40', 'price': 361}, {'product_id': 'P36', 'price': 1133}]",2018-12-22 08:09:00
C61,,,,,"[{'product_id': 'P08', 'price': 1531}]",2018-12-22 12:44:00
C62,,,,,"[{'product_id': 'P28', 'price': 974}]",2018-12-22 17:36:00
C64,,,,,"[{'product_id': 'P16', 'price': 1192}]",2018-12-22 12:23:00
C65,,,,,"[{'product_id': 'P23', 'price': 834}, {'product_id': 'P28', 'price': 1332}]",2018-12-22 10:05:00
C70,,,,,"[{'product_id': 'P24', 'price': 1276}, {'product_id': 'P31', 'price': 1890}, {'product_id': 'P27', 'price': 822}]",2018-12-22 07:18:00
C86,,,,,"[{'product_id': 'P55', 'price': 1395}]",2018-12-22 08:36:00
C90,,,,,"[{'product_id': 'P47', 'price': 469}]",2018-12-22 10:27:00
C93,,,,,"[{'product_id': 'P43', 'price': 1747}]",2018-12-22 13:30:00
C96,,,,,"[{'product_id': 'P61', 'price': 1071}, {'product_id': 'P63', 'price': 845}, {'product_id': 'P62', 'price': 724}]",2018-12-22 23:31:00
C102,,,,,"[{'product_id': 'P44', 'price': 232}]",2018-12-22 15:50:00
C113,,,,,"[{'product_id': 'P24', 'price': 711}]",2018-12-22 10:49:00
C129,,,,,"[{'product_id': 'P11', 'price': 805}]",2018-12-22 06:25:00
C130,,,,,"[{'product_id': 'P23', 'price': 1211}]",2018-12-22 21:26:00
C2,,,,,"[{'product_id': 'P02', 'price': 756}, {'product_id': 'P11', 'price': 1374}]",2018-12-23 13:36:00
C7,,,,,"[{'product_id': 'P39', 'price': 749}, {'product_id': 'P35', 'price': 864}]",2018-12-23 06:47:00
C13,,,,,"[{'product_id': 'P38', 'price': 1978}, {'product_id': 'P37', 'price': 420}]",2018-12-23 11:44:00
C28,,,,,"[{'product_id': 'P18', 'price': 151}]",2018-12-23 23:08:00
C35,,,,,"[{'product_id': 'P37', 'price': 115}]",2018-12-23 16:18:00
C40,,,,,"[{'product_id': 'P64', 'price': 1240}]",2018-12-23 04:30:00
C48,,,,,"[{'product_id': 'P07', 'price': 305}]",2018-12-23 23:45:00
C50,,,,,"[{'product_id': 'P04', 'price': 1287}, {'product_id': 'P06', 'price': 301}]",2018-12-23 17:32:00
C57,,,,,"[{'product_id': 'P44', 'price': 516}]",2018-12-23 16:38:00
C64,,,,,"[{'product_id': 'P40', 'price': 607}, {'product_id': 'P40', 'price': 1578}, {'product_id': 'P39', 'price': 748}]",2018-12-23 05:19:00
C69,,,,,"[{'product_id': 'P24', 'price': 1104}, {'product_id': 'P34', 'price': 1983}]",2018-12-23 08:12:00
C70,,,,,"[{'product_id': 'P21', 'price': 957}, {'product_id': 'P14', 'price': 400}, {'product_id': 'P17', 'price': 470}]",2018-12-23 22:06:00
C76,,,,,"[{'product_id': 'P49', 'price': 1368}, {'product_id': 'P60', 'price': 71}]",2018-12-23 16:37:00
C79,,,,,"[{'product_id': 'P35', 'price': 1037}]",2018-12-23 15:45:00
C89,,,,,"[{'product_id': 'P33', 'price': 1081}]",2018-12-23 15:38:00
C95,,,,,"[{'product_id': 'P35', 'price': 1471}]",2018-12-23 09:55:00
C100,,,,,"[{'product_id': 'P28', 'price': 753}, {'product_id': 'P33', 'price': 568}]",2018-12-23 04:36:00
C110,,,,,"[{'product_id': 'P50', 'price': 588}]",2018-12-23 05:25:00
C112,,,,,"[{'product_id': 'P04', 'price': 772}, {'product_id': 'P02', 'price': 605}, {'product_id': 'P09', 'price': 1778}]",2018-12-23 10:59:00
C116,,,,,"[{'product_id': 'P29', 'price': 1333}]",2018-12-23 07:48:00
C120,,,,,"[{'product_id': 'P39', 'price': 822}, {'product_id': 'P37', 'price': 1015}]",2018-12-23 20:28:00
C123,,,,,"[{'product_id': 'P26', 'price': 1606}, {'product_id': 'P22', 'price': 135}]",2018-12-23 21:24:00
C126,,,,,"[{'product_id': 'P39', 'price': 1489}]",2018-12-23 18:21:00
C129,,,,,"[{'product_id': 'P08', 'price': 371}, {'product_id': 'P05', 'price': 43}]",2018-12-23 10:05:00
C133,,,,,"[{'product_id': 'P40', 'price': 1379}, {'product_id': 'P40', 'price': 1310}, {'product_id': 'P40', 'price': 1280}]",2018-12-23 22:44:00
C4,,,,,"[{'product_id': 'P10', 'price': 1439}]",2018-12-24 08:52:00
C13,,,,,"[{'product_id': 'P37', 'price': 532}]",2018-12-24 07:36:00
C28,,,,,"[{'product_id': 'P30', 'price': 1072}, {'product_id': 'P26', 'price': 507}, {'product_id': 'P23', 'price': 1207}]",2018-12-24 15:20:00
C31,,,,,"[{'product_id': 'P32', 'price': 1158}]",2018-12-24 14:52:00
C37,,,,,"[{'product_id': 'P62', 'price': 1421}, {'product_id': 'P61', 'price': 721}, {'product_id': 'P63', 'price': 132}]",2018-12-24 12:24:00
C38,,,,,"[{'product_id': 'P33', 'price': 1237}]",2018-12-24 03:37:00
C40,,,,,"[{'product_id': 'P37', 'price': 1806}]",2018-12-24 05:40:00
C41,,,,,"[{'product_id': 'P63', 'price': 865}, {'product_id': 'P62', 'price': 755}, {'product_id': 'P64', 'price': 494}]",2018-12-24 12:16:00
C42,,,,,"[{'product_id': 'P27', 'price': 103}, {'product_id': 'P34', 'price': 1018}, {'product_id': 'P34', 'price': 779}]",2018-12-24 10:00:00
C50,,,,,"[{'product_id': 'P38', 'price': 610}, {'product_id': 'P36', 'price': 1508}]",2018-12-24 09:29:00
C56,,,,,"[{'product_id': 'P08', 'price': 195}]",2018-12-24 21:38:00
C66,,,,,"[{'product_id': 'P39', 'price': 612}]",2018-12-24 15:31:00
C75,,,,,"[{'product_id': 'P43', 'price': 107}]",2018-12-24 19:04:00
C77,,,,,"[{'product_id': 'P38', 'price': 645}]",2018-12-24 11:00:00
C78,,,,,"[{'product_id': 'P22', 'price': 469}, {'product_id': 'P29', 'price': 1331}]",2018-12-24 15:37:00
C79,,,,,"[{'product_id': 'P45', 'price': 126}]",2018-12-24 17:00:00
C80,,,,,"[{'product_id': 'P39', 'price': 1408}]",2018-12-24 14:22:00
C89,,,,,"[{'product_id': 'P35', 'price': 1355}, {'product_id': 'P40', 'price': 1823}, {'product_id': 'P37', 'price': 711}]",2018-12-24 07:55:00
C98,,,,,"[{'product_id': 'P39', 'price': 1360}, {'product_id': 'P40', 'price': 1450}]",2018-12-24 15:16:00
C99,,,,,"[{'product_id': 'P30', 'price': 1051}]",2018-12-24 13:34:00
C102,,,,,"[{'product_id': 'P06', 'price': 1269}]",2018-12-24 08:54:00
C115,,,,,"[{'product_id': 'P27', 'price': 147}, {'product_id': 'P29', 'price': 1828}]",2018-12-24 03:32:00
C124,,,,,"[{'product_id': 'P54', 'price': 1676}]",2018-12-24 11:08:00
C135,,,,,"[{'product_id': 'P50', 'price': 1201}, {'product_id': 'P58', 'price': 1431}, {'product_id': 'P52', 'price': 1040}]",2018-12-24 21:13:00
C136,,,,,"[{'product_id': 'P09', 'price': 17}, {'product_id': 'P11', 'price': 1798}]",2018-12-24 10:19:00
C9,,,,,"[{'product_id': 'P32', 'price': 1680}, {'product_id': 'P27', 'price': 780}]",2018-12-25 14:41:00
C21,,,,,"[{'product_id': 'P26', 'price': 259}, {'product_id': 'P23', 'price': 688}]",2018-12-25 11:35:00
C31,,,,,"[{'product_id': 'P31', 'price': 1019}, {'product_id': 'P26', 'price': 729}]",2018-12-25 17:02:00
C34,,,,,"[{'product_id': 'P62', 'price': 1984}, {'product_id': 'P63', 'price': 869}, {'product_id': 'P64', 'price': 1741}]",2018-12-25 07:21:00
C38,,,,,"[{'product_id': 'P33', 'price': 1277}, {'product_id': 'P25', 'price': 1750}]",2018-12-25 17:25:00
C42,,,,,"[{'product_id': 'P24', 'price': 1624}]",2018-12-25 05:11:00
C43,,,,,"[{'product_id': 'P14', 'price': 718}, {'product_id': 'P20', 'price': 797}, {'product_id': 'P20', 'price': 620}]",2018-12-25 22:36:00
C47,,,,,"[{'product_id': 'P54', 'price': 38}, {'product_id': 'P43', 'price': 879}]",2018-12-25 04:08:00
C58,,,,,"[{'product_id': 'P31', 'price': 977}]",2018-12-25 09:15:00
C60,,,,,"[{'product_id': 'P31', 'price': 1803}, {'product_id': 'P33', 'price': 1367}]",2018-12-25 05:50:00
C63,,,,,"[{'product_id': 'P40', 'price': 1098}, {'product_id': 'P36', 'price': 599}, {'product_id': 'P36', 'price': 683}]",2018-12-25 22:57:00
C64,,,,,"[{'product_id': 'P33', 'price': 1970}, {'product_id': 'P31', 'price': 468}, {'product_id': 'P34', 'price': 1049}]",2018-12-25 19:50:00
C65,,,,,"[{'product_id': 'P21', 'price': 23}]",2018-12-25 23:20:00
C80,,,,,"[{'product_id': 'P52', 'price': 188}, {'product_id': 'P41', 'price': 1281}]",2018-12-25 16:29:00
C81,,,,,"[{'product_id': 'P51', 'price': 484}, {'product_id': 'P44', 'price': 721}]",2018-12-25 15:43:00
C93,,,,,"[{'product_id': 'P57', 'price': 442}, {'product_id': 'P60', 'price': 809}]",2018-12-25 07:17:00
C105,,,,,"[{'product_id': 'P48', 'price': 1876}, {'product_id': 'P52', 'price': 761}]",2018-12-25 05:43:00
C115,,,,,"[{'product_id': 'P28', 'price': 1037}, {'product_id': 'P23', 'price': 1314}]",2018-12-25 19:12:00
C116,,,,,"[{'product_id': 'P33', 'price': 1450}, {'product_id': 'P32', 'price': 1875}]",2018-12-25 10:04:00
C119,,,,,"[{'product_id': 'P38', 'price': 1972}]",2018-12-25 03:16:00
C126,,,,,"[{'product_id': 'P46', 'price': 1498}]",2018-12-25 10:54:00
C133,,,,,"[{'product_id': 'P38', 'price': 1208}]",2018-12-25 17:17:00
C6,,,,,"[{'product_id': 'P24', 'price': 1486}]",2018-12-26 03:15:00
C8,,,,,"[{'product_id': 'P33', 'price': 1058}]",2018-12-26 14:12:00
C10,,,,,"[{'product_id': 'P23', 'price': 1361}, {'product_id': 'P24', 'price': 400}, {'product_id': 'P34', 'price': 1923}]",2018-12-26 23:02:00
C11,,,,,"[{'product_id': 'P60', 'price': 1884}, {'product_id': 'P59', 'price': 261}, {'product_id': 'P44', 'price': 1530}]",2018-12-26 18:51:00
C29,,,,,"[{'product_id': 'P33', 'price': 1170}, {'product_id': 'P28', 'price': 1727}]",2018-12-26 07:20:00
C36,,,,,"[{'product_id': 'P37', 'price': 1637}, {'product_id': 'P37', 'price': 1051}, {'product_id': 'P37', 'price': 1399}]",2018-12-26 05:34:00
C43,,,,,"[{'product_id': 'P53', 'price': 1610}]",2018-12-26 15:07:00
C50,,,,,"[{'product_id': 'P40', 'price': 1388}]",2018-12-26 19:41:00
C58,,,,,"[{'product_id': 'P28', 'price': 400}, {'product_id': 'P26', 'price': 73}]",2018-12-26 15:53:00
C65,,,,,"[{'product_id': 'P33', 'price': 1612}, {'product_id': 'P29', 'price': 1089}, {'product_id': 'P25', 'price': 448}]",2018-12-26 22:58:00
C66,,,,,"[{'product_id': 'P61', 'price': 631}, {'product_id': 'P64', 'price': 311}]",2018-12-26 14:25:00
C73,,,,,"[{'product_id': 'P06', 'price': 1528}]",2018-12-26 19:28:00
C79,,,,,"[{'product_id': 'P55', 'price': 1397}, {'product_id': 'P51', 'price': 886}, {'product_id': 'P58', 'price': 162}]",2018-12-26 14:55:00
C84,,,,,"[{'product_id': 'P23', 'price': 1461}]",2018-12-26 09:17:00
C86,,,,,"[{'product_id': 'P38', 'price': 1085}, {'product_id': 'P40', 'price': 518}]",2018-12-26 02:49:00
C89,,,,,"[{'product_id': 'P40', 'price': 1021}, {'product_id': 'P38', 'price': 1086}, {'product_id': 'P37', 'price': 1593}]",2018-12-26 20:49:00
C95,,,,,"[{'product_id': 'P25', 'price': 1801}]",2018-12-26 19:21:00
C99,,,,,"[{'product_id': 'P22', 'price': 1771}, {'product_id': 'P34', 'price': 296}, {'product_id': 'P27', 'price': 292}]",2018-12-26 17:05:00
C106,,,,,"[{'product_id': 'P37', 'price': 415}, {'product_id': 'P35', 'price': 579}]",2018-12-26 20:07:00
C113,,,,,"[{'product_id': 'P23', 'price': 506}, {'product_id': 'P33', 'price': 10}, {'product_id': 'P33', 'price': 277}]",2018-12-26 06:36:00
C115,,,,,"[{'product_id': 'P28', 'price': 254}, {'product_id': 'P25', 'price': 1004}, {'product_id': 'P25', 'price': 1443}]",2018-12-26 06:51:00
C121,,,,,"[{'product_id': 'P44', 'price': 325}, {'product_id': 'P44', 'price': 1994}, {'product_id': 'P49', 'price': 1892}]",2018-12-26 17:55:00
C122,,,,,"[{'product_id': 'P53', 'price': 490}]",2018-12-26 03:19:00
C133,,,,,"[{'product_id': 'P55', 'price': 1271}, {'product_id': 'P55', 'price': 460}]",2018-12-26 18:56:00
C135,,,,,"[{'product_id': 'P56', 'price': 1852}, {'product_id': 'P41', 'price': 505}]",2018-12-26 12:14:00
C8,,,,,"[{'product_id': 'P27', 'price': 1545}, {'product_id': 'P32', 'price': 1941}, {'product_id': 'P27', 'price': 1161}]",2018-12-27 05:21:00
C9,,,,,"[{'product_id': 'P26', 'price': 440}]",2018-12-27 19:57:00
C27,,,,,"[{'product_id': 'P35', 'price': 1799}, {'product_id': 'P37', 'price': 1923}]",2018-12-27 08:29:00
C39,,,,,"[{'product_id': 'P64', 'price': 1060}, {'product_id': 'P63', 'price': 740}]",2018-12-27 09:06:00
C55,,,,,"[{'product_id': 'P39', 'price': 336}]",2018-12-27 22:20:00
C60,,,,,"[{'product_id': 'P23', 'price': 471}, {'product_id': 'P22', 'price': 1081}]",2018-12-27 09:26:00
C64,,,,,"[{'product_id': 'P29', 'price': 676}, {'product_id': 'P30', 'price': 1695}, {'product_id': 'P32', 'price': 1121}]",2018-12-27 14:47:00
C69,,,,,"[{'product_id': 'P34', 'price': 305}]",2018-12-27 06:35:00
C80,,,,,"[{'product_id': 'P36', 'price': 454}, {'product_id': 'P40', 'price': 1213}, {'product_id': 'P37', 'price': 607}]",2018-12-27 22:41:00
C81,,,,,"[{'product_id': 'P50', 'price': 390}, {'product_id': 'P46', 'price': 820}, {'product_id': 'P47', 'price': 227}]",2018-12-27 20:01:00
C86,,,,,"[{'product_id': 'P54', 'price': 66}, {'product_id': 'P60', 'price': 40}, {'product_id': 'P51', 'price': 447}]",2018-12-27 23:21:00
C89,,,,,"[{'product_id': 'P22', 'price': 669}, {'product_id': 'P31', 'price': 251}, {'product_id': 'P27', 'price': 1430}]",2018-12-27 06:07:00
C97,,,,,"[{'product_id': 'P46', 'price': 934}, {'product_id': 'P58', 'price': 151}]",2018-12-27 13:11:00
C117,,,,,"[{'product_id': 'P61', 'price': 735}, {'product_id': 'P64', 'price': 1286}, {'product_id': 'P61', 'price': 200}]",2018-12-27 12:32:00
C123,,,,,"[{'product_id': 'P30', 'price': 1930}, {'product_id': 'P32', 'price': 1236}]",2018-12-27 06:35:00
C129,,,,,"[{'product_id': 'P04', 'price': 785}, {'product_id': 'P01', 'price': 1916}, {'product_id': 'P08', 'price': 825}]",2018-12-27 17:50:00
C130,,,,,"[{'product_id': 'P63', 'price': 415}]",2018-12-27 22:08:00
C3,,,,,"[{'product_id': 'P13', 'price': 433}]",2018-12-28 20:08:00
C5,,,,,"[{'product_id': 'P45', 'price': 410}]",2018-12-28 09:32:00
C8,,,,,"[{'product_id': 'P57', 'price': 590}]",2018-12-28 12:53:00
C10,,,,,"[{'product_id': 'P30', 'price': 424}, {'product_id': 'P34', 'price': 1420}]",2018-12-28 20:48:00
C13,,,,,"[{'product_id': 'P38', 'price': 399}, {'product_id': 'P35', 'price': 752}]",2018-12-28 11:27:00
C21,,,,,"[{'product_id': 'P02', 'price': 1214}, {'product_id': 'P07', 'price': 181}, {'product_id': 'P05', 'price': 201}]",2018-12-28 04:20:00
C22,,,,,"[{'product_id': 'P39', 'price': 357}, {'product_id': 'P36', 'price': 891}, {'product_id': 'P37', 'price': 10}]",2018-12-28 07:22:00
C28,,,,,"[{'product_id': 'P33', 'price': 1659}, {'product_id': 'P28', 'price': 1170}, {'product_id': 'P25', 'price': 1144}]",2018-12-28 03:35:00
C29,,,,,"[{'product_id': 'P30', 'price': 183}, {'product_id': 'P30', 'price': 569}, {'product_id': 'P22', 'price': 122}]",2018-12-28 14:47:00
C31,,,,,"[{'product_id': 'P48', 'price': 480}, {'product_id': 'P43', 'price': 1372}, {'product_id': 'P58', 'price': 1950}]",2018-12-28 20:52:00
C36,,,,,"[{'product_id': 'P23', 'price': 644}]",2018-12-28 23:14:00
C37,,,,,"[{'product_id': 'P64', 'price': 675}, {'product_id': 'P64', 'price': 894}, {'product_id': 'P64', 'price': 1327}]",2018-12-28 04:40:00
C38,,,,,"[{'product_id': 'P23', 'price': 212}, {'product_id': 'P25', 'price': 1090}, {'product_id': 'P27', 'price': 1726}]",2018-12-28 09:17:00
C41,,,,,"[{'product_id': 'P63', 'price': 468}, {'product_id': 'P64', 'price': 253}]",2018-12-28 03:19:00
C46,,,,,"[{'product_id': 'P29', 'price': 1571}, {'product_id': 'P23', 'price': 402}, {'product_id': 'P34', 'price': 184}]",2018-12-28 17:41:00
C55,,,,,"[{'product_id': 'P23', 'price': 1324}, {'product_id': 'P32', 'price': 84}, {'product_id': 'P24', 'price': 1973}]",2018-12-28 07:13:00
C56,,,,,"[{'product_id': 'P08', 'price': 1544}]",2018-12-28 12:43:00
C57,,,,,"[{'product_id': 'P01', 'price': 266}, {'product_id': 'P09', 'price': 274}, {'product_id': 'P07', 'price': 1659}]",2018-12-28 06:05:00
C59,,,,,"[{'product_id': 'P47', 'price': 1944}, {'product_id': 'P45', 'price': 927}]",2018-12-28 08:12:00
C69,,,,,"[{'product_id': 'P26', 'price': 28}, {'product_id': 'P23', 'price': 1439}]",2018-12-28 10:09:00
C71,,,,,"[{'product_id': 'P42', 'price': 740}, {'product_id': 'P55', 'price': 149}]",2018-12-28 09:26:00
C73,,,,,"[{'product_id': 'P42', 'price': 40}, {'product_id': 'P44', 'price': 821}, {'product_id': 'P59', 'price': 1604}]",2018-12-28 05:14:00
C78,,,,,"[{'product_id': 'P22', 'price': 1693}, {'product_id': 'P34', 'price': 1933}]",2018-12-28 04:32:00
C83,,,,,"[{'product_id': 'P51', 'price': 789}, {'product_id': 'P46', 'price': 1767}]",2018-12-28 11:25:00
C96,,,,,"[{'product_id': 'P62', 'price': 1949}, {'product_id': 'P61', 'price': 1931}, {'product_id': 'P61', 'price': 31}]",2018-12-28 18:16:00
C109,,,,,"[{'product_id': 'P62', 'price': 914}, {'product_id': 'P61', 'price': 584}]",2018-12-28 12:18:00
C116,,,,,"[{'product_id': 'P09', 'price': 578}, {'product_id': 'P09', 'price': 820}, {'product_id': 'P07', 'price': 1505}]",2018-12-28 21:10:00
C123,,,,,"[{'product_id': 'P31', 'price': 71}, {'product_id': 'P23', 'price': 1459}, {'product_id': 'P32', 'price': 1248}]",2018-12-28 14:00:00
C128,,,,,"[{'product_id': 'P46', 'price': 81}, {'product_id': 'P54', 'price': 1765}, {'product_id': 'P47', 'price': 184}]",2018-12-28 05:08:00
C132,,,,,"[{'product_id': 'P31', 'price': 393}, {'product_id': 'P23', 'price': 870}, {'product_id': 'P29', 'price': 1903}]",2018-12-28 05:33:00
C133,,,,,"[{'product_id': 'P54', 'price': 468}, {'product_id': 'P41', 'price': 835}]",2018-12-28 18:39:00
C134,,,,,"[{'product_id': 'P64', 'price': 732}, {'product_id': 'P61', 'price': 36}]",2018-12-28 19:35:00
